Time,Temperature,T Unc.,Humidity,H Unc.,Pressure,P Unc.
1635566900.3142672,17.2261328125,0.0417653575679,62.4633458844,0.234178548945,0.99921968576,2.37350222757e-05
1635566906.7424967,17.300390625,0.0311105286074,62.5665921317,0.0820234112346,0.999241982467,2.15789016142e-05
1635566913.506403,17.3939453125,0.0418687320402,62.0866225266,0.240369996179,0.99917776141,6.8078321765e-05
1635566920.232672,17.4905859375,0.0317867478498,61.5482207721,0.135118910374,0.999196664125,1.50370860989e-05
1635566926.825836,17.5566796875,0.023025811349,61.1973763292,0.157930955814,0.99919839621,1.02848450195e-05
1635566933.0247526,17.64625,0.0350942161033,60.705426669,0.178700749821,0.999255243585,2.00194245721e-05
1635566939.227087,17.7601171875,0.035327577326,60.0529436757,0.295287344639,0.999308995083,1.840991297e-05
1635566945.803212,17.8476171875,0.0393643416254,59.5606055243,0.324827104061,0.999325844928,9.3894276351e-06
1635566952.0668757,17.938125,0.0165019530094,59.0362087394,0.198382229301,0.999380895032,1.17397283259e-05
1635566958.3176916,18.0429296875,0.0343515545045,58.6011790986,0.165907599703,0.999409763697,7.83289618747e-06
1635566964.835453,18.1385546875,0.0288929445729,58.408840223,0.197115429167,0.999426995608,1.68356612995e-05
1635566970.9594874,18.17921875,0.00941851878449,58.3299446362,0.177261679464,0.999431901854,1.01825608666e-05
1635566977.249026,18.172109375,0.0267555028656,58.2800605635,0.0794633938794,0.999436560589,1.06152032638e-05
1635566983.9427977,18.1365625,0.018837037569,58.4075289658,0.114899658833,0.999440066247,1.9916491339e-05
1635566990.7159941,18.0958203125,0.0109281489044,58.6856422617,0.179605930618,0.999524719976,4.12184329556e-05
1635566997.3514135,18.07546875,0.0168683074113,59.0144070598,0.29722499839,0.999618026388,2.31112227227e-05
1635567003.3991349,18.11828125,0.0165643424683,59.4296206749,0.146210398522,0.999719986586,4.60643381865e-05
1635567009.55213,18.127421875,0.00517869169349,59.3574769897,0.129833943213,0.999745479174,1.0648457184e-05
1635567016.0883791,18.143671875,0.0040625,59.1519916038,0.180744238107,0.999765863695,9.02548096561e-06
1635567022.1783638,18.1528125,0.0122718435669,59.319733181,0.142165975427,0.99975580517,1.62493081069e-05
1635567028.2806883,18.1609375,0.00642337649722,59.4062362636,0.155523931781,0.999744632887,1.11549157975e-05
1635567034.5654397,18.163984375,0.00517869169349,59.4008272321,0.183211353674,0.999743740217,1.22243376831e-05
1635567040.6524153,18.17921875,0.0126851521842,59.5018291893,0.193275434982,0.999768033698,6.40328736252e-06
1635567046.869813,18.2016015625,0.0125026852585,59.4840886833,0.119718044757,0.999763428755,1.76171974554e-05
1635567052.9549217,18.1955078125,0.0230706974337,59.4275418879,0.119279456937,0.999645597984,3.38971060709e-05
1635567059.132831,18.174140625,0.0174734731987,59.7971539259,0.246195763884,0.999642015348,1.39012510794e-05
1635567065.2311516,18.139609375,0.00380012078344,59.2831293025,0.470855085685,0.999585228478,4.94621863156e-05
1635567071.3716793,18.0907421875,0.011834454837,58.441231096,0.157315294585,0.999472471509,1.67040157256e-05
1635567077.5072339,18.13859375,0.00995105208006,58.3328069851,0.152380172017,0.999500073979,1.5096245547e-05
1635567083.631213,18.194453125,0.01421875,57.9793181535,0.192028240272,0.9995253223,1.16437542369e-05
1635567089.759597,18.205703125,0.021236999125,57.9068902114,0.164540443773,0.999546072828,1.29106745977e-05
1635567095.959105,18.2393359375,0.0122718435669,57.3192271964,0.107305677713,0.999565065386,1.04726736462e-05
1635567102.017075,18.2941796875,0.018837037569,57.452022409,0.0925505947027,0.999604602983,2.42739461682e-05
1635567108.1009943,18.3256640625,0.0104564993619,57.7265046548,0.249038222421,0.999671857634,1.50550136838e-05
1635567114.2035155,18.3144921875,0.0059220605182,58.2654592355,0.17630146074,0.999618183235,1.65192065104e-05
1635567120.3320992,18.3266796875,0.00941851878449,57.944621954,0.119800345072,0.999626940236,1.41374505655e-05
1635567126.5509086,18.368515625,0.0137766077782,58.1036447533,0.114565788848,0.999686077126,2.65932243315e-05
1635567132.6948254,18.34609375,0.0135592459014,58.3009304979,0.11555462949,0.999737454323,2.06128468574e-05
1635567138.77428,18.3348828125,0.00821297771394,58.2487850615,0.11818318026,0.999711658625,2.32276418856e-05
1635567144.8725412,18.3276953125,0.0152004831338,58.1917520234,0.0433549063272,0.999673087971,2.45099202102e-05
1635567150.9530973,18.3165625,0.0219732725608,58.0958948122,0.0592281487308,0.999648444795,1.54174141439e-05
1635567157.019592,18.3440234375,0.0193525417975,57.8638162708,0.21973908938,0.999638256019,1.60140325685e-05
1635567163.1350412,18.3532421875,0.00880042668088,57.5258814951,0.142475349244,0.999632154384,9.65863224687e-06
1635567169.2063868,18.36140625,0.00941851878449,57.546919755,0.154861339528,0.999617541752,1.80250140952e-05
1635567175.3251517,18.366484375,0.0104564993619,57.8095304798,0.246986651342,0.999647601583,2.62499500975e-05
1635567181.490284,18.38375,0.00873673659934,57.9982768295,0.100770467662,0.999668317879,9.83453000042e-06
1635567187.5991926,18.368515625,0.00203125,57.9307333384,0.137267070555,0.999672430675,1.60900552988e-05
1635567193.6917772,18.390859375,0.00380012078344,58.0032637469,0.142087648139,0.999676790259,2.00512494597e-05
1635567199.7823193,18.364453125,0.0106519648642,58.122988154,0.178824130137,0.999676448259,1.93993475657e-05
1635567205.8613515,18.3257421875,0.0319423786177,58.2098730933,0.0477942987154,0.999680474304,7.86255672132e-06
1635567212.022977,18.2718359375,0.011309521362,58.2206724768,0.0967198748957,0.999667187383,1.17296181178e-05
1635567218.0892098,18.1965234375,0.0215999730993,58.2157493358,0.12163772339,0.999644182238,1.55040603646e-05
1635567224.2421193,18.159921875,0.0133970138639,58.6326597423,0.125815157046,0.999632999035,1.88522210215e-05
1635567230.3493078,18.1131640625,0.0183982301607,58.7205008118,0.195165473601,0.999572650488,9.76870701884e-06
1635567236.4236865,18.066328125,0.0231273753003,58.5084860262,0.159898001784,0.999577173846,1.75467395403e-05
1635567242.4903991,18.064296875,0.0362596801461,58.4365795837,0.239628645966,0.99957517943,1.23293687572e-05
1635567248.5657654,18.0958203125,0.00600928033922,58.8359662561,0.327008168353,0.999544144786,1.80466746877e-05
1635567254.6375642,18.0723828125,0.00825097650471,59.4805382684,0.251591957532,0.999491132107,2.6461489437e-05
1635567260.6987789,18.0520703125,0.0149265781201,59.4934362845,0.172810509907,0.999478038539,9.53467223915e-06
1635567266.7748022,18.0012890625,0.0145769610334,59.2658275372,0.266305358946,0.999462961563,1.0867389554e-05
1635567273.0144088,17.9962109375,0.0104564993619,59.5855626476,0.171074040246,0.999437632701,1.51048276183e-05
