1635554641.1352348,0
1635554646.141112,8
1635554651.1466515,1
1635554656.1521761,1
1635554661.1577168,4
1635554666.1605031,2
1635554671.1660202,1
1635554676.171549,1
1635554681.1770535,7
1635554686.1825287,3
1635554691.1880019,3
1635554696.1935074,2
1635554701.1990292,1
1635554706.2045586,2
1635554711.210087,5
1635554716.2156117,3
1635554721.2211292,2
1635554726.2266731,3
1635554731.232185,0
1635554736.2377212,3
1635554741.2432587,3
1635554746.2487714,5
1635554751.2543025,4
1635554756.2598202,7
1635554761.26531,2
1635554766.2708242,3
1635554771.2763278,3
1635554776.281836,3
1635554781.2873483,5
1635554786.2928817,2
1635554791.29839,3
1635554796.3038714,5
1635554801.3093834,4
1635554806.3148735,4
1635554811.3204398,4
1635554816.3259501,5
1635554821.3314826,6
1635554826.337004,4
1635554831.3425415,1
1635554836.3480618,4
1635554841.3535824,1
1635554846.3590865,3
1635554851.3646,1
1635554856.3701096,0
1635554861.3757114,2
1635554866.3812027,2
1635554871.3867123,1
1635554876.392206,5
1635554881.397722,3
1635554886.4032423,2
1635554891.4087749,5
1635554896.4142864,2
1635554901.4198055,1
1635554906.4253411,2
1635554911.4308558,3
1635554916.4363863,1
1635554921.4419203,2
1635554926.4473987,3
1635554931.4529097,2
1635554936.4584398,0
1635554941.463966,2
