Time,Temperature,T Unc.,Humidity,H Unc.,Pressure,P Unc.
1635565245.0043578,19.383671875,0.0174734731987,55.6795543942,0.664360365341,0.988980776523,2.12429238067e-05
1635565251.06008,19.4487890625,0.0219715364298,56.2158657982,0.144583513062,0.988965410579,1.27516562553e-05
1635565257.289644,19.4905078125,0.0122718435669,56.2691295549,0.27261326157,0.988940468965,1.37866590927e-05
1635565263.8220446,19.468125,0.0388632417909,55.5769793521,0.714142628594,0.988862011625,2.27074977128e-05
1635565269.898631,19.4447265625,0.0217683645306,54.2259539643,0.232120682948,0.988818255598,2.44575323522e-05
1635565275.9854035,19.399921875,0.0558829441098,54.3991938137,0.250808178843,0.988740249647,3.38302805696e-05
1635565282.2717376,19.3501171875,0.0275864231496,54.3197300087,0.286953252433,0.988659301095,2.11472522197e-05
1635565288.3562124,19.37453125,0.00995105208006,54.0755141522,0.344029527258,0.98857584015,1.64420967735e-05
1635565294.6180758,19.3521875,0.0152004831338,54.5686250949,0.1882787292,0.988513305516,2.31857990407e-05
1635565300.7153423,19.4019921875,0.0245244068879,54.6956905549,0.0711733007393,0.988450125512,2.76268032877e-05
1635565306.8650908,19.443671875,0.0207475202067,54.2135913589,0.24428742673,0.98843339006,2.29721135395e-05
1635565312.9268122,19.5128515625,0.0165019530094,53.1845713871,0.12482695187,0.988328994211,7.42643940719e-05
1635565319.122908,19.584140625,0.014146019344,52.7757121445,0.133448743163,0.98828409711,3.83450861068e-05
1635565325.1805205,19.5423828125,0.0472499651228,52.5771262731,0.1432007191,0.988148158399,4.56404380147e-05
1635565331.375983,19.5515234375,0.0114908835724,52.8011853766,0.183720041607,0.98810727921,1.54867121512e-05
1635565337.9097219,19.5698828125,0.0116484872777,52.4957913726,0.102456773371,0.988078170428,2.11342066377e-05
1635565344.0140674,19.6278125,0.0194300503208,52.145805451,0.148556832448,0.987997344122,8.49594099198e-06
1635565350.1056685,19.615625,0.0301283063538,51.8658740467,0.147302510029,0.987926503268,3.65946804182e-05
1635565356.1777458,19.535234375,0.0272026493353,52.0746592391,0.0961815011894,0.987871986173,1.83377873925e-05
1635565362.3007152,19.5331640625,0.00873673659934,52.3921149154,0.171667670007,0.987790964054,7.16893747878e-06
1635565368.4123533,19.5861328125,0.0286682559024,52.166173737,0.137826615824,0.987735217772,2.25003871322e-05
1635565374.5288029,19.615625,0.0309723998228,51.9834424435,0.145916498758,0.987622615488,2.94108119133e-05
1635565380.600916,19.618671875,0.0152681916343,51.9252283138,0.095142465925,0.987571118085,3.92016984259e-05
1635565386.6786304,19.5759765625,0.0145635561581,52.0635390676,0.0837045890138,0.987498968241,3.10737137086e-05
1635565392.7670865,19.53828125,0.0239482117433,52.1625853289,0.203977828634,0.987382398596,4.35714157367e-05
1635565398.8274317,19.4762890625,0.0183375868054,52.3570154019,0.184028364931,0.98727883025,5.01133433754e-05
1635565404.9083576,19.413203125,0.0396014769616,52.5421651966,0.0961506866793,0.987152308141,5.05355902065e-05
1635565410.9623933,19.36234375,0.0155360750805,52.9556763724,0.16176048381,0.986980391484,3.84971298941e-05
1635565417.038036,19.2676953125,0.0678344353564,52.9597311641,0.137734468531,0.986851508928,5.37477143742e-05
1635565423.1143293,19.154765625,0.0216878151994,53.19586193,0.20072156323,0.986735053766,2.04218109638e-05
1635565429.1852443,19.142578125,0.0339893135779,53.3081828043,0.120555646249,0.986669417061,4.88941506064e-05
1635565435.2489023,19.0571484375,0.02684892676,53.4663278723,0.0955783667112,0.986534775009,3.52068263557e-05
1635565441.3629134,19.0062890625,0.0243326454936,53.7131342208,0.112621514812,0.986452126098,3.31198525743e-05
1635565447.47588,18.93609375,0.0266844054668,53.978621154,0.120067380152,0.986289662937,3.6496409501e-05
1635565453.611825,18.9289453125,0.0193319519251,54.0546927267,0.146038169281,0.986220078607,2.79504087669e-05
1635565459.716543,18.8486328125,0.027939383151,54.4985284167,0.161442954944,0.986096620932,2.87344832439e-05
1635565465.808644,18.889296875,0.0259730084505,54.548116956,0.0995638722476,0.98600979777,2.33625964967e-05
1635565471.9081922,18.9564453125,0.0222371665719,54.2723564251,0.194770769721,0.986030257292,1.13585691628e-05
1635565478.005829,18.9951171875,0.0175911410144,53.7480414824,0.155542127414,0.986012011534,1.68896192639e-05
1635565484.0777164,19.0509765625,0.0139994245138,53.5243381967,0.177992974647,0.985997781577,1.68267055954e-05
1635565490.17882,19.02046875,0.0515489447144,53.4388096989,0.0831283566155,0.986007784397,9.35806881016e-06
1635565496.2419195,18.99,0.0453765038275,53.3591572674,0.0673135570566,0.985996126871,1.79180560753e-05
1635565502.339813,19.0022265625,0.0191627741745,53.4005403541,0.123428658458,0.985997701092,1.94060607618e-05
1635565508.4523323,19.0093359375,0.0148573128827,53.463587565,0.137944417088,0.986021778424,1.46466243975e-05
1635565514.550136,19.0022265625,0.0130854127693,53.5718086838,0.140293689783,0.986024473104,1.23672033293e-05
1635565520.6409998,19.0225390625,0.00995105208006,53.2554899505,0.103461851904,0.986039852713,1.26753464548e-05
1635565526.6966202,19.06828125,0.0131551922081,53.6444643652,0.182075658582,0.986027790079,1.04638969603e-05
1635565532.7754624,19.11921875,0.0134737882108,53.6792138623,0.0573709390124,0.98602948051,9.22104569853e-06
1635565538.8534956,19.17,0.00941851878449,53.5873067837,0.185480560667,0.986010490983,1.00309840908e-05
1635565544.9109738,19.1253125,0.00825097650471,53.1913811421,0.262324367419,0.986014269142,1.09702157217e-05
1635565550.9725466,19.080546875,0.0325830425695,52.8345173631,0.154078218931,0.985997826878,1.66804647612e-05
1635565557.0796497,19.0398046875,0.0251661956271,52.7729391449,0.102844194125,0.986033944567,1.89896392853e-05
1635565563.172495,19.0326953125,0.00609375,52.9809471503,0.0983082204034,0.986037855444,7.68719058461e-06
1635565569.2365348,18.9819140625,0.00941851878449,53.021947529,0.161544311955,0.986038369072,7.31379366854e-06
